th y1 y2
0.292237960297255 1 0
0.119649940363243 2 0
-0.0355901008952202 2 2
0.199967273836878 1 3
-0.925946119742945 0 3
-1.39438618701188 1 2
-0.975168056513792 0 1
-0.563283830713924 1 0
-1.58410435111699 1 0
0.61454375545381 2 3
-0.931242578306878 0 0
0.562040010253747 2 0
-0.806680906666296 1 0
0.271408458653459 1 0
-0.801793563267032 1 0
0.502472493599294 1 0
-0.368743785550271 0 0
-0.11126266630495 2 3
0.546914933377534 2 3
0.0211067098395168 1 1
0.0381066552998225 1 3
-1.67048575117654 3 3
0.0248605313298797 0 1
1.53221104429222 1 2
-1.35028903317533 0 0
1.03822291840953 3 2
0.555331937573278 2 0
-2.68756382081734 0 0
-0.299125163601509 1 2
1.45954815612721 3 0
0.471773144843236 2 1
-0.89722567305318 0 2
-0.575451074625192 1 1
1.0996374132669 3 0
1.0356781602727 1 1
-2.41480052747192 0 3
0.226444027212562 2 0
0.226538341680348 1 3
-0.425608974808987 2 3
1.52415460675318 3 1
-2.17636769296792 0 3
0.577518242981774 3 2
-0.972392071829424 0 2
-0.49066216679357 2 3
-2.52631044740687 0 2
0.631869854493577 3 0
0.107302492881867 2 0
0.378381384238446 1 3
1.61594133217161 2 2
-1.50606342213564 0 3
0.424423784366957 2 0
0.613251011425586 2 2
0.774655383076039 3 3
-0.57137415778502 1 2
-0.616581575134737 2 1
-1.52133172657641 0 3
-0.166994854240984 2 3
1.56022138079886 3 0
0.144075361531508 3 0
1.01998279620539 3 0
-0.371893908690362 0 0
-0.12457988950233 1 3
0.256077785282902 2 3
0.20006112353578 2 0
-0.976444471221574 0 0
-0.541173906731897 1 2
0.927047889287501 1 0
0.328383264966566 2 2
0.301540119589974 3 2
0.350754791802222 3 3
-0.382871499502737 1 0
-1.00060833043671 0 0
1.8823040978606 1 3
2.08989343435374 3 3
-1.1659236908666 0 0
-0.376053400346285 0 3
0.498809705964797 3 0
0.346540051650209 2 0
0.478325756034611 0 0
1.27942521580197 3 0
0.750358611118542 2 2
-1.38509948571162 0 2
-0.163541025181572 1 1
-1.00912701269168 1 1
0.90041633546025 2 2
0.562628483468086 3 2
1.39392724602664 1 1
1.88890421019225 3 0
0.116152111036628 1 0
1.31019424484174 3 2
0.349013326358954 1 0
0.846040725732635 2 0
-0.248912430568825 3 0
-0.315489647574697 1 2
-0.604777045430876 2 3
1.14289202386819 3 0
-0.475485579606352 2 3
0.879303233672273 3 0
-0.492838325092945 1 0
1.74997446221543 3 0
0.986844750452734 3 3
0.749284164744113 2 3
1.19457862821019 2 2
-1.69628922479685 0 0
0.844558438738791 2 0
-0.883975611177369 0 1
-0.472616943973389 2 3
0.836803338766517 2 0
-0.486033205458824 1 0
-0.599129811266704 0 1
-0.627927029726397 2 2
-0.34965948534108 1 3
1.64427866037957 3 2
-0.591267371659374 0 0
-1.38989400370821 3 3
-2.4877092918625 1 0
0.627621224444721 2 2
1.84542765181362 3 2
-0.439871824109379 2 1
-0.859230109084897 0 0
0.472957571517849 2 1
0.118055655273837 1 2
-3.26444866374576 0 2
-1.36059966289308 0 0
0.502839143491916 2 1
0.789783725700758 2 0
-0.0170654899620276 2 0
-0.133888962509478 1 2
-0.79055073392876 0 2
-0.726917902469726 0 2
-0.540348753833456 1 0
-0.405554788150192 2 1
0.283404157255115 1 3
1.08349181757664 1 3
0.253746896673384 0 3
1.22344034448064 2 1
1.06091614793373 2 3
0.350419057883436 2 0
0.0320432736204238 3 2
1.03183127015813 1 3
0.854095701188818 3 2
-0.668706982289673 3 0
-1.50741835610241 0 0
-0.00114947730240225 2 3
0.67325245483479 1 2
1.51816412277725 2 0
0.421485368321602 1 3
0.0312998563141526 1 0
-0.227182593325173 2 2
-0.438121368145605 1 0
0.887757239175087 2 2
-1.39930196805157 0 0
0.0537172155716639 1 0
0.205259365821494 2 0
-0.53498059076344 1 0
0.564221966091642 1 2
0.621620073773422 2 3
0.478782275377577 2 3
0.0530201958579754 1 2
-2.27329938045221 0 3
1.49784399736638 3 3
0.532610594189199 1 1
1.32554781575965 3 1
-0.883423278071546 0 2
-0.648610560232905 1 0
-0.655742603479972 0 0
0.393134836011814 3 3
-1.13169460545048 0 2
0.175154311410991 1 0
0.807311932933423 1 0
-1.66668026909888 0 0
-0.620788465293028 2 2
-0.248971081503447 1 3
-0.680890197688813 1 1
-1.68415111796855 1 3
0.365271261851437 1 3
-1.05754978056258 1 2
-0.808468044459331 2 3
0.0851457352872375 2 3
-0.386946324678785 0 2
0.0143233919316981 1 0
0.0322058577782369 2 1
-1.47977408357556 0 0
-1.37117264808377 0 3
0.130091839964375 3 2
-0.332150564925344 1 0
0.412087973378047 1 0
-1.32545673302067 1 1
0.1924870644327 2 1
