resp th
1 1.69884078319771
0 -0.893854999662547
0 1.20714958635179
0 0.687153165559513
0 -2.03586481478825
1 2.2117863750711
0 0.975908549791552
1 1.61862846457685
1 0.296654030301705
0 1.58340140278499
0 0.128253398749194
0 0.0910483332865015
0 0.151649490557124
0 0.63335854173957
0 1.14754777003837
0 0.52216358972681
1 0.400241156703073
0 1.17569359568251
0 0.161052195052648
0 0.2822635459442
0 1.95005120023602
0 0.00315614535423079
0 0.806479936249448
1 1.68378535530655
1 2.10282984913076
0 -0.927034669386205
0 0.443671838311808
0 0.0239419777257798
0 0.192778962809345
1 0.263825849210771
0 -0.47298108741848
0 -2.54149379107486
1 0.762578469722396
0 -0.208214454306202
0 -1.32787269859483
1 0.784076525913221
0 0.338364698718511
0 -1.86314744927178
0 -0.152276055210486
0 -1.74184695392315
0 0.506157376117227
1 -0.442099889991477
0 0.894167011013269
0 0.596480843246694
0 -0.8007166256064
0 1.08378576322369
0 -0.288562597607009
0 -0.597991927226318
0 -0.580029226737676
1 -1.02457391641875
1 1.12482076431899
0 0.211878257317893
1 0.74113980808412
0 -0.246926797940714
0 0.962306910405942
0 -0.429827959879892
1 0.536302113333568
1 0.757162161821482
0 -0.465689591288118
1 -0.0254391640302448
1 -0.579102071836613
0 1.03577500598017
1 -1.14774866739688
0 0.787303730292512
0 1.41949653978931
0 0.0390501261241372
1 -0.304247441134956
0 -1.49755947158441
0 -0.129033641248121
0 -0.333879657817725
0 -0.583983762481818
1 0.730233354194907
1 -0.674657700944573
1 0.169464371077868
0 -2.13673290204394
1 -0.969175040841902
0 -0.885667833705035
0 0.607065664793963
0 -1.22392700758723
1 0.222107156104994
1 1.15362134711222
0 0.674191465605234
1 -0.941900703975817
0 -0.366216653885298
0 0.282794018593482
0 -0.193242980725367
0 -0.209247682685928
0 -0.229551475859743
0 0.0438153181235002
1 1.54429278004285
1 2.089323828337
1 1.6829553557402
1 2.17002259050421
0 0.184821119983685
1 1.06549288490554
0 -0.0475481001288336
1 1.77883559853923
1 0.9181022161753
1 0.998492015722784
0 -0.792496460004556
1 1.50478098566576
0 -1.62947579723439
0 -0.385580509992122
0 -0.155584550714952
0 0.809455420811248
1 1.17477669169385
0 -1.09689330357855
0 -1.56170377143225
1 1.10843812231988
1 -0.93128916425843
0 -1.19535439352028
0 -1.35547282977256
0 -1.10587116546803
0 -2.03028460231987
0 -0.547843210653963
0 -0.561511926597001
0 -1.32001572313197
0 -0.0618585043543633
0 -1.25235617952177
0 -0.267171669823417
1 0.366957005008082
1 0.504494047415619
0 1.07217530605444
1 1.33587854632028
1 1.42746458434722
1 -0.0476171932029731
0 0.187723620262885
1 2.16488873161568
0 -0.173024566850562
0 0.135042036015044
1 -0.151501059940155
0 -0.798987352891731
0 -0.805002578644871
0 -0.162048944099425
0 -3.79606212762006
0 -0.468241907689715
0 -0.544332306102272
0 -1.25163150070375
0 -0.494266781098182
1 1.0287697923198
0 1.45495630581421
0 -1.26894212782493
0 -0.0434225692972272
0 -0.650153208691354
0 -0.00204278106252853
1 0.296248325258938
1 0.0700268352433561
1 0.815438476053365
1 1.85683250883441
1 -1.13452665416196
1 2.19043534598074
0 0.300325072984757
0 -1.1384623817607
1 1.09521461993672
0 -1.10819684804035
1 0.444096576263465
1 1.40068721857486
0 -1.00077448624337
0 -0.454199111481349
0 -0.409040117706021
0 0.218267264211413
1 0.433629317241979
0 -2.26761780095316
0 0.783926178896295
1 -0.961890302017854
1 1.43303271317485
1 -1.57967725479257
0 -0.0102834199032914
0 0.697979668005667
0 -1.1457279394293
0 0.726420920164731
1 0.373784035719244
0 0.0102046093965755
0 -1.23886818973286
0 -0.369551240928078
0 -1.24886662518754
0 0.958911395597381
0 -0.537671560391146
1 0.900825126328464
1 0.467817047219804
0 1.69476537858467
0 -0.193111189509029
1 1.10745101020943
1 -1.32129654970183
1 -0.945810704886018
0 -0.585804902507594
0 0.0891358983672446
0 -1.05384566582243
0 -0.261705588370393
1 2.46690902324078
1 -2.30689302728317
0 -0.948773316301864
0 0.787927106597966
1 0.952800779376587
0 -0.287267477228618
0 -0.954696568374879
1 0.135920914462474
0 2.19855206522011
0 0.287799061194758
1 1.42358590817411
1 1.91106463584924
0 0.765215098311508
1 -0.328546345686031
0 0.132375229417325
0 1.11179351607956
0 0.678434260346916
0 -1.01207981915815
0 0.51360331261062
0 1.30004047255764
0 -0.886855345233827
1 2.77714814909913
1 0.380540264081453
1 -0.571306960621383
1 2.26234666272252
1 1.83857808276582
1 2.08674974677269
0 -0.795431084202095
0 1.82349074575906
0 -0.86245254462549
0 0.945441917985026
0 -1.46712743622148
0 -0.331260152722048
0 -0.825907363365367
0 -0.687612189902494
1 1.54874905849342
0 -0.862724783803691
0 0.9457390273863
0 0.656290242211163
0 -0.686524479729791
0 -0.227011795187502
0 0.258517294605529
1 1.3967780633486
0 -0.875314089807986
0 -0.902617730575464
1 -0.149333993996694
1 -0.218151695964863
1 -0.329978112193159
1 1.45610842722849
1 0.305397384031961
0 0.255396857315742
0 1.08249473604019
1 0.887268626944672
0 -0.0502970096255475
0 0.676969603235431
0 -0.545253616868768
0 -1.17032131513395
0 -2.65887442988791
0 2.18957764121655
0 -0.482970575200829
0 -0.476990428905934
0 -1.0646297935325
0 0.135488387754903
0 -0.778193530113178
0 -1.12429112529157
0 -1.64080236914608
0 -0.874810372031596
0 -0.737393563909171
0 -0.135514616893516
0 -0.59837894453154
0 -0.342134339819354
1 0.589828778611636
0 0.71846032913222
0 -1.01599865618819
0 0.230553303615874
0 -0.735278409574299
1 -0.102183027005731
0 0.192300463928614
1 -0.521206355589662
1 1.17095271363186
0 0.0943726219381412
0 2.82256480891846
0 -1.21736888928662
1 0.642212225713078
0 0.614527169893437
0 -1.13675348549558
0 0.783935115166585
0 0.197867653054919
0 -1.82782157917759
1 1.77699517636818
0 0.0218228921994345
0 0.173333523698495
0 -2.07633324565221
0 0.0375349423922282
0 0.14492740223069
0 -1.99390084790046
0 -0.839976083503693
1 0.262275944864634
1 -0.414452356244294
1 0.920410533034308
0 -0.511210959013063
0 -1.08199472803706
0 -0.182585685517908
0 -0.986176860115117
0 -0.190301307811432
0 0.685723166369093
0 -1.81586772165278
0 0.205092153156476
1 -0.155392723729784
0 1.01811057209595
1 1.17696861328639
0 0.331041751148631
0 -0.0658309328744508
0 -1.45191903867923
0 0.907898322026382
0 0.051186302067812
1 -1.078813460282
0 -0.295829081374044
0 -0.959259802630199
0 0.661629429501426
0 0.617499715611102
0 1.05742311037366
0 -0.55629528771917
0 1.56089247818892
0 0.527595509953825
0 1.48805879812209
0 1.285045438948
0 -0.560704597745979
0 -0.670080932664329
1 1.28694891277844
0 0.260399078569581
0 0.640168768991209
0 1.23691499557427
0 -0.623597958336737
1 -1.2030235609057
1 -0.51798829397933
0 1.76310061807541
0 1.82627390855928
0 -0.0822234791349967
0 0.361634190822211
1 2.44772264768119
0 -0.47176831706499
0 0.379704581830451
0 -1.55765350269895
0 -1.58809701285757
1 0.0633281810535562
1 0.665282174621724
1 -0.253521586844001
0 1.58389032724284
1 0.201195391472836
0 -2.17761324021901
0 -1.42215656783564
0 1.26110050471923
0 -1.05630644409693
0 -0.555436680815729
0 0.714028811913675
0 -1.81635579366508
0 0.916876853633592
0 -1.18178900402736
0 -1.73957243531209
0 -0.00687833014638693
0 -0.244515880341544
0 0.076989224947461
0 -0.451934459983831
0 1.15743139139151
0 -0.310983920491282
0 -0.812354802722798
1 -1.27294191369428
1 1.95331352582702
1 -0.127736475828298
0 -0.693302960273287
0 -0.390066559268685
1 0.263377279974455
0 0.888184048522785
0 0.110849302002138
1 0.29405342602356
1 1.46806311776912
0 -0.738295230589369
0 -0.519232689116719
1 -0.258281986811841
0 -1.4150464657434
0 1.03955417568011
0 -0.814918308942995
1 0.375611172820948
1 0.237306412668621
1 0.607556722142732
1 0.301809803453792
0 -0.914774102834712
0 0.432673185045531
0 -0.91294027104552
1 0.613194862125089
0 -0.578683753156326
0 -1.47084094090541
1 -0.0436374500468497
1 -0.858075233113616
0 0.454218271402445
0 -0.221202611580281
0 -0.169454236511069
0 0.306757653478735
0 0.560823495002535
0 -0.798813103972952
1 -1.01607828880931
0 0.0278085590599913
0 0.665207718764696
1 0.369971724606652
0 -1.3451673398184
1 -0.63346834470433
0 0.204567954321386
0 -0.805901980520492
1 -0.235720854900661
1 1.57269859352268
0 -0.913962898551818
1 1.42538226902576
0 1.3169490732907
0 -1.69841664802462
0 -0.398660801037589
0 -1.79918451033618
0 0.670011886109007
0 0.146505105553113
0 -1.20171949893298
0 -0.712040803104564
1 1.54037407507447
1 0.260828865988664
1 0.886869263485576
0 0.503045643845666
0 0.601312583323528
0 -0.281942564765789
0 -1.20956389974427
0 0.952136819916119
1 -0.541552645442179
0 -1.49698117097742
1 1.08841781672416
0 -0.230257121120315
0 -0.549527388021032
0 0.800563123745595
0 0.159653179664317
0 -0.393482162105458
0 0.905543795844645
0 -1.87633457931229
0 0.460779619507911
0 -0.455103641010779
0 -1.86662785173897
1 1.30263689907045
0 -0.11862581672262
0 1.45327984918494
0 -0.402664782243839
1 0.900784110416245
1 0.859547963279706
0 -0.585948641614933
